fen,move_uci
4B3/p4ppp/1b1k4/3P4/4n3/2P5/PP4PP/R1B2R1K b - - 0 22,d6d5
8/p4Bpp/1b6/3k4/4n3/2P5/PP4PP/R1B2R1K b - - 0 23,d5e5
8/p4Bpp/1b6/4k3/4nB2/2P5/PP4PP/R4R1K b - - 2 24,e5f5
8/p4Bpp/1b6/5k2/4n3/2P1B3/PP4PP/R4R1K b - - 4 25,f5g4
8/p4Bpp/1B6/8/4n1k1/2P5/PP4PP/R4R1K b - - 0 26,h7h5
8/p5p1/1B2B3/7p/4n1k1/2P5/PP4PP/R4R1K b - - 1 27,g4g5
3B4/p5p1/4B3/6kp/4n3/2P5/PP4PP/R4R1K b - - 3 28,g5h6
3B4/p5p1/4B2k/7p/4n2P/2P5/PP4P1/R4R1K b - - 0 29,g7g5
8/p7/4B2k/6Bp/4n2P/2P5/PP4P1/R4R1K b - - 0 30,h6g6
8/p7/6k1/5BBp/4n2P/2P5/PP4P1/R4R1K b - - 2 31,g6f7
8/p4k2/8/6Bp/4B2P/2P5/PP4P1/R4R1K b - - 0 32,f7e6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 2,f7f6
rnbqkbnr/pppp2pp/5p2/4p3/4P3/2N2P2/PPPP2PP/R1BQKBNR b KQkq - 1 3,f8b4
rnbqk1nr/pppp2pp/5p2/4p3/1b1PP3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,e5d4
rnbqk1nr/pppp2pp/5p2/8/1b1QP3/2N2P2/PPP3PP/R1B1KBNR b KQkq - 0 5,b8c6
r1bqk1nr/pppp2pp/2n2p2/8/1bQ1P3/2N2P2/PPP3PP/R1B1KBNR b KQkq - 2 6,d7d6
r1bqk1nr/ppp3pp/2np1p2/8/1bQ1P3/P1N2P2/1PP3PP/R1B1KBNR b KQkq - 0 7,b4a5
r1bqk1nr/ppp3pp/2np1p2/b7/Q3P3/P1N2P2/1PP3PP/R1B1KBNR b KQkq - 2 8,f6f5
r1bqk1nr/ppp3pp/2np4/bB3p2/Q3P3/P1N2P2/1PP3PP/R1B1K1NR b KQkq - 1 9,c8d7
r2qk1nr/pppb2pp/2np4/bB3P2/Q7/P1N2P2/1PP3PP/R1B1K1NR b KQkq - 0 10,d8f6
r3k1nr/pppb2pp/2np1q2/bB3P2/QP6/P1N2P2/2P3PP/R1B1K1NR b KQkq - 0 11,f6c3
r3k1nr/pppb2pp/2np4/bB3P2/QP6/P1q2P2/2PB2PP/R3K1NR b KQkq - 1 12,c3a1
r3k1nr/pppb2pp/2np4/bB3P2/QP6/P4P2/2PBK1PP/q5NR b kq - 1 13,c6d4
r3k1nr/pppb2pp/3p4/bB3P2/QP1n4/P2K1P2/2PB2PP/q5NR b kq - 3 14,d7b5
r3k1nr/ppp3pp/3p4/bQ3P2/1P1n4/P2K1P2/2PB2PP/q5NR b kq - 0 15,d4b5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d7d6
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,c8g4
rn1qkbnr/ppp2ppp/3p4/4p1N1/2B1P1b1/8/PPPP1PPP/RNBQK2R b KQkq - 3 4,g4d1
rn1qkbnr/ppp2Bpp/3p4/4p1N1/4P3/8/PPPP1PPP/RNBbK2R b KQkq - 0 5,e8e7
rn1q1bnr/ppp1kBpp/3p4/4p1N1/4P3/8/PPPP1PPP/RNBK3R b - - 0 6,d8d7
rn3bnr/pppqkBpp/3p4/4p1N1/4P3/3P4/PPP2PPP/RNBK3R b - - 0 7,d7g4
rn3bnr/ppp1kBpp/3p4/4p1N1/4P1q1/3P1P2/PPP3PP/RNBK3R b - - 0 8,g4g5
rn3bnr/ppp1kBpp/3p4/4p1B1/4P3/3P1P2/PPP3PP/RN1K3R b - - 0 9,e7f7
rn3bnr/ppp2kpp/3p4/4p1B1/4P3/2NP1P2/PPP3PP/R2K3R b - - 1 10,f8e7
rn4nr/ppp1Bkpp/3p4/4p3/4P3/2NP1P2/PPP3PP/R2K3R b - - 0 11,g8e7
rn5r/ppp1nkpp/3p4/4p3/4P3/2NP1P2/PPP3PP/R2K1R2 b - - 1 12,d6d5
rn5r/ppp1nkpp/8/3Pp3/8/2NP1P2/PPP3PP/R2K1R2 b - - 0 13,e7f5
rn5r/ppp2kpp/3P4/4pn2/8/2NP1P2/PPP3PP/R2K1R2 b - - 0 14,f5e3
rn5r/ppp2kpp/3P4/4p3/8/2NPnP2/PPP3PP/R3KR2 b - - 2 15,e3f1
rn5r/ppp2kpp/3P4/4p3/8/2NP1P2/PPP3PP/R4K2 b - - 0 16,c7d6
rn5r/pp3kpp/3p4/3Np3/8/3P1P2/PPP3PP/R4K2 b - - 1 17,f7e6
rn5r/ppN3pp/3pk3/4p3/8/3P1P2/PPP3PP/R4K2 b - - 3 18,e6d7
Nn5r/pp1k2pp/3p4/4p3/8/3P1P2/PPP3PP/R4K2 b - - 0 19,b8c6
N6r/pp1k2pp/2np4/4p3/5P2/3P4/PPP3PP/R4K2 b - - 0 20,c6d4
N6r/pp1k2pp/3p4/4P3/3n4/3P4/PPP3PP/R4K2 b - - 0 21,h8a8
r7/pp1k2pp/3p4/4P3/3n4/3P4/PPP3PP/4RK2 b - - 1 22,d6e5
r7/pp1k2pp/8/4R3/3n4/3P4/PPP3PP/5K2 b - - 0 23,a8f8
5r2/pp1k2pp/8/4R3/3n4/3P4/PPP3PP/6K1 b - - 2 24,d7d6
5r2/pp4pp/3k4/R7/3n4/3P4/PPP3PP/6K1 b - - 4 25,d4e2
5r2/pp4pp/3k4/R7/8/3P4/PPP1n1PP/7K b - - 6 26,f8f1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d3
rnbqkbnr/pp1p1ppp/2p1p3/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,f2f4
rnbqkbnr/pp1p1pp1/2p1p2p/8/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq - 0 4,f4f5
rnbqkbnr/pp1p1pp1/2p4p/5p2/4P3/3P4/PPP3PP/RNBQKBNR w KQkq - 0 5,e4f5
rnb1kbnr/pp1p1pp1/2p4p/5P2/7q/3P4/PPP3PP/RNBQKBNR w KQkq - 1 6,e1d2
rnb1kbnr/pp1p1pp1/2p4p/5P2/5q2/3P4/PPPK2PP/RNBQ1BNR w kq - 3 7,d2c3
rnb1kbnr/pp1p1pp1/2p4p/4qP2/8/2KP4/PPP3PP/RNBQ1BNR w kq - 5 8,d3d4
rnb1kbnr/pp1p1pp1/2p4p/q4P2/3P4/2K5/PPP3PP/RNBQ1BNR w kq - 1 9,b2b4
rnb1kbnr/pp1p1pp1/2p4p/1q3P2/1P1P4/2K5/P1P3PP/RNBQ1BNR w kq - 1 10,f1b5
rnb1kbnr/pp1p1pp1/7p/1p3P2/1P1P4/2K5/P1P3PP/RNBQ2NR w kq - 0 11,d1e2
rnbk1bnr/pp1p1pp1/7p/1p3P2/1P1P4/2K5/P1P1Q1PP/RNB3NR w - - 2 12,e2e5
r1bk1bnr/pp1p1pp1/2n4p/1p2QP2/1P1P4/2K5/P1P3PP/RNB3NR w - - 4 13,e5g3
r1bk2nr/pp1p1pp1/2n4p/1p3P2/1b1P4/2K3Q1/P1P3PP/RNB3NR w - - 0 14,c3b2
r1bk2nr/pp1p1pp1/7p/1p3P2/1b1n4/6Q1/PKP3PP/RNB3NR w - - 0 15,g3h4
r1bk2nr/pp1pbpp1/7p/1p3P2/3n3Q/8/PKP3PP/RNB3NR w - - 2 16,h4d4
r1bk3r/pp1pbpp1/5n1p/1p3P2/3Q4/8/PKP3PP/RNB3NR w - - 1 17,g1f3
r1bk3r/1p1pbpp1/p4n1p/1p3P2/3Q4/5N2/PKP3PP/RNB4R w - - 0 18,h1e1
r1bkr3/1p1pbpp1/p4n1p/1p3P2/3Q4/5N2/PKP3PP/RNB1R3 w - - 2 19,d4b6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqk1nr/ppppbppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b1c3
rnbqk2r/ppppbppp/4pn2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,f1c4
rnbq1rk1/ppppbppp/4pn2/8/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQ - 6 5,d2d3
rnbqnrk1/ppppbppp/4p3/8/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQ - 1 6,f3e5
rnbqnrk1/p1ppbppp/1p2p3/4N3/2B1P3/2NP4/PPP2PPP/R1BQK2R w KQ - 0 7,d1g4
rnbqnrk1/p1ppb1pp/1p2pp2/4N3/2B1P1Q1/2NP4/PPP2PPP/R1B1K2R w KQ - 0 8,c1h6
rn1qnrk1/pbppb1pp/1p2pp1B/4N3/2B1P1Q1/2NP4/PPP2PPP/R3K2R w KQ - 2 9,g4g7
rn1q1rk1/pbppb1np/1p2pp1B/4N3/2B1P3/2NP4/PPP2PPP/R3K2R w KQ - 0 10,h6g7
rn1q1r2/pbppb1kp/1p2pp2/4N3/2B1P3/2NP4/PPP2PPP/R3K2R w KQ - 0 11,h2h4
rn1q1r2/pbppb1kp/1p2p3/4p3/2B1P2P/2NP4/PPP2PP1/R3K2R w KQ - 0 12,h1h3
rn1q1r2/pbp1b1kp/1p2p3/3pp3/2B1P2P/2NP3R/PPP2PP1/R3K3 w Q - 0 13,e4d5
rn1q1r2/pbp1b1kp/1p6/3pp3/2B4P/2NP3R/PPP2PP1/R3K3 w Q - 0 14,h3g3
rn1q1r1k/pbp1b2p/1p6/3pp3/2B4P/2NP2R1/PPP2PP1/R3K3 w Q - 2 15,c4d5
rn1q1r1k/p1p1b2p/1p6/3bp3/7P/2NP2R1/PPP2PP1/R3K3 w Q - 0 16,c3d5
rn3r1k/p1p1b2p/1p6/3qp3/7P/3P2R1/PPP2PP1/R3K3 w Q - 0 17,e1c1
rn1q1r1k/p1p1b2p/1p6/4p3/7P/3P2R1/PPP2PP1/2KR4 w - - 2 18,d1e1
rn1q1r1k/p1p4p/1p3b2/4p3/7P/3P2R1/PPP2PP1/2K1R3 w - - 4 19,e1e4
r2q1r1k/p1p4p/1pn2b2/4p3/4R2P/3P2R1/PPP2PP1/2K5 w - - 6 20,e4g4
r2q1r1k/p1p1n2p/1p3b2/4p3/6RP/3P2R1/PPP2PP1/2K5 w - - 8 21,h4h5
r2q1r1k/p1p4p/1pn2b2/4p2P/6R1/3P2R1/PPP2PP1/2K5 w - - 1 22,f2f4
r2q1r1k/p1p4p/1pn2b2/7P/5pR1/3P2R1/PPP3P1/2K5 w - - 0 23,g4f4
r2q1r1k/p1p4p/1pn5/6bP/5R2/3P2R1/PPP3P1/2K5 w - - 1 24,g3g5
r4r1k/p1p4p/1pn5/6qP/5R2/3P4/PPP3P1/2K5 w - - 0 25,g2g3
r6k/p1p4p/1pn5/6qP/5r2/3P2P1/PPP5/2K5 w - - 0 26,g3f4
r6k/p1p4p/1pn5/7P/5q2/3P4/PPP5/2K5 w - - 0 27,c1d1
r6k/p1p4p/1pn5/7P/8/3P4/PPP5/3K1q2 w - - 2 28,d1d2
4r2k/p1p4p/1pn5/7P/8/3P4/PPPK4/5q2 w - - 4 29,c2c4
4r2k/p1p4p/1pn5/7P/2P5/3P4/PP1K4/4q3 w - - 1 30,d2c2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d7d6
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,f7f5
rnbqkbnr/ppp3pp/3p4/4pP2/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,c8f5
rn1qkbnr/ppp3pp/3p4/4pb2/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,e5e4
rn1qkbnr/ppp3pp/3p4/5b2/3Pp3/2N5/PPPN1PPP/R1BQKB1R b KQkq - 1 6,d6d5
rn1qkbnr/ppp3pp/8/1B1p1b2/3Pp3/2N5/PPPN1PPP/R1BQK2R b KQkq - 1 7,c7c6
rn1qkbnr/pp4pp/2p5/1B1p1b1Q/3Pp3/2N5/PPPN1PPP/R1B1K2R b KQkq - 1 8,f5g6
rn1qkbnr/pp4pp/2p3b1/1B1pQ3/3Pp3/2N5/PPPN1PPP/R1B1K2R b KQkq - 3 9,f8e7
rn1qk1nr/pp2b1Qp/2p3b1/1B1p4/3Pp3/2N5/PPPN1PPP/R1B1K2R b KQkq - 0 10,e7f6
rn1qk1nr/pQ5p/2p2bb1/1B1p4/3Pp3/2N5/PPPN1PPP/R1B1K2R b KQkq - 0 11,b8d7
r2qk1nr/pQ1n3p/2B2bb1/3p4/3Pp3/2N5/PPPN1PPP/R1B1K2R b KQkq - 0 12,g6f5
r2qk1nr/pQ1n3p/2B2b2/1N1p1b2/3Pp3/8/PPPN1PPP/R1B1K2R b KQkq - 2 13,g8e7
r2qk2r/pQNnn2p/2B2b2/3p1b2/3Pp3/8/PPPN1PPP/R1B1K2R b KQkq - 4 14,e8f7
N2q3r/pQ1nnk1p/2B2b2/3p1b2/3Pp3/8/PPPN1PPP/R1B1K2R b KQ - 0 15,e7c6
N2q3r/p2n1k1p/2Q2b2/3p1b2/3Pp3/8/PPPN1PPP/R1B1K2R b KQ - 0 16,f5g4
N2q3r/p2n1k1p/2Q2b2/3p4/3Pp1b1/8/PPPN1PPP/R1B2RK1 b - - 2 17,f6d4
N2q3r/p2n1k1p/8/3Q4/3bp1b1/8/PPPN1PPP/R1B2RK1 b - - 0 18,g4e6
N2q3r/p2n1k1p/4b3/8/3Qp3/8/PPPN1PPP/R1B2RK1 b - - 0 19,h8g8
N2q2r1/p2n1k1p/4b3/8/3QN3/8/PPP2PPP/R1B2RK1 b - - 0 20,d8a8
q5r1/p2n1k1p/3Nb3/8/3Q4/8/PPP2PPP/R1B2RK1 b - - 1 21,f7e7
q5r1/p2nk2p/3Nb3/8/3Q4/6P1/PPP2P1P/R1B2RK1 b - - 0 22,a8f8
5qr1/p2nk2p/3Nb2B/8/3Q4/6P1/PPP2P1P/R4RK1 b - - 2 23,f8h6
6r1/p2nk2p/3Nb2q/8/3Q4/6P1/PPP2P1P/4RRK1 b - - 1 24,h6h3
6r1/p2nk2p/4b3/5N2/3Q4/6Pq/PPP2P1P/4RRK1 b - - 3 25,e7d8
3k2r1/p2n3p/4R3/5N2/3Q4/6Pq/PPP2P1P/5RK1 b - - 0 26,g8g5
3k4/p2n3p/4R3/5Nr1/3Q4/6Pq/PPP2P1P/3R2K1 b - - 2 27,g5f5
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2P5/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2,d5d4
rnbqkbnr/ppp1pppp/8/8/2Pp4/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 1 3,b8c6
r1bqkbnr/ppp1pppp/2n5/8/2PP4/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,c6d4
r1bqkbnr/ppp1pppp/8/2P5/3n4/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 5,c8g4
r2qkbnr/ppp1pppp/8/2P5/Q2n2b1/5N2/PP1P1PPP/RNB1KB1R b KQkq - 2 6,d4c6
r2qkbnr/ppp1pppp/2n5/2P5/6Q1/5N2/PP1P1PPP/RNB1KB1R b KQkq - 0 7,e7e5
r2qkbnr/ppp2ppp/2n5/2P1p3/6Q1/2N2N2/PP1P1PPP/R1B1KB1R b KQkq - 1 8,f8c5
r2qk1nr/ppp2ppp/2n5/1Bb1p3/6Q1/2N2N2/PP1P1PPP/R1B1K2R b KQkq - 1 9,a7a6
r2qk1nr/1pp2ppp/p1B5/2b1p3/6Q1/2N2N2/PP1P1PPP/R1B1K2R b KQkq - 0 10,b7c6
r2qk1nr/2p2ppp/p1p5/2b1N3/6Q1/2N5/PP1P1PPP/R1B1K2R b KQkq - 0 11,d8e7
r3k1nr/2p1qppp/p1p5/2b1N3/4Q3/2N5/PP1P1PPP/R1B1K2R b KQkq - 2 12,e8c8
2kr2nr/2p1qppp/p1p5/2b1N3/4QP2/2N5/PP1P2PP/R1B1K2R b KQ - 0 13,g8f6
2kr3r/2p1qppp/p1Q2n2/2b1N3/5P2/2N5/PP1P2PP/R1B1K2R b KQ - 0 14,d8e8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d3
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,f2f4
rnbqk1nr/pp1pppbp/6p1/2p5/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq - 1 4,c2c4
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1PP2/3P4/PP4PP/RNBQKBNR w KQkq - 1 5,g1f3
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/2P1PP2/3P1N2/PP4PP/RNBQKB1R w KQkq - 0 6,f1e2
r1bqk2r/pp1p1pbp/2n1pnp1/2p5/2P1PP2/3P1N2/PP2B1PP/RNBQK2R w KQkq - 2 7,f3g5
r1bqk2r/pp1p1pb1/2n1pnpp/2p3N1/2P1PP2/3P4/PP2B1PP/RNBQK2R w KQkq - 0 8,g5f3
r1bq1rk1/pp1p1pb1/2n1pnpp/2p5/2P1PP2/3P1N2/PP2B1PP/RNBQK2R w KQ - 2 9,h2h4
r1bq1rk1/pp1p1pb1/2n1p1pp/2p4n/2P1PP1P/3P1N2/PP2B1P1/RNBQK2R w KQ - 1 10,f3g5
r1bq1rk1/pp1p1pb1/2n1p1p1/2p3pn/2P1PP1P/3P4/PP2B1P1/RNBQK2R w KQ - 0 11,h4g5
r1bq1rk1/pp1p1pb1/2n1p1p1/2p3P1/2P1Pn2/3P4/PP2B1P1/RNBQK2R w KQ - 0 12,c1f4
r1bq1rk1/pp1p1p2/2n1p1p1/2p3P1/2P1PB2/3P4/Pb2B1P1/RN1QK2R w KQ - 0 13,e2h5
r1bq1rk1/pp1p1p2/2n1p1p1/2p3PB/2P1PB2/3P4/P5P1/bN1QK2R w K - 0 14,h5g6
r1bq1rk1/pp1p4/2n1p1p1/2p3P1/2P1PB2/3P4/P5P1/bN1QK2R w K - 0 15,d1g4
r1b2rk1/pp1p4/2n1p1p1/q1p3P1/2P1PBQ1/3P4/P5P1/bN2K2R w K - 2 16,f4d2
r1b2rk1/pp1p4/4p1p1/q1p3P1/1nP1P1Q1/3P4/P2B2P1/bN2K2R w K - 4 17,g4h4
r1b2r2/pp1p1k2/4p1p1/q1p3P1/1nP1P2Q/3P4/P2B2P1/bN2K2R w K - 6 18,h4h7
r1b1kr2/pp1p3Q/4p1p1/q1p3P1/1nP1P3/3P4/P2B2P1/bN2K2R w K - 8 19,h7g6
r1bk1r2/pp1p4/4p1Q1/q1p3P1/1nP1P3/3P4/P2B2P1/bN2K2R w K - 1 20,e4e5
r1bk1r2/ppqp4/4p1Q1/2p1P1P1/1nP5/3P4/P2B2P1/bN2K2R w K - 1 21,g6g7
r1bk1r2/pp1p2Q1/4p3/2p1q1P1/1nP5/3P4/P2B2P1/bN2K2R w K - 0 22,g7e5
r1bk4/pp1p4/4p3/2p1QrP1/1nP5/3P4/P2B2P1/bN2K2R w K - 1 23,h1h8
r1b4R/pp1pk3/4p3/2p1QrP1/1nP5/3P4/P2B2P1/bN2K3 w - - 3 24,e5a1
r1b4R/pp1pk3/4p3/2p2rP1/2P5/3P4/P1nB2P1/QN2K3 w - - 1 25,e1d1
r1b4R/pp1pk3/4p3/2p2rP1/2P5/3P4/P2B2P1/nN1K4 w - - 0 26,g5g6
r1b4R/pp1pk3/4p1P1/2p5/2P5/3P4/P2B2P1/nN1K1r2 w - - 1 27,d1e2
r1b4R/pp1pk3/4p1P1/2p5/2P5/3P4/P2BK1P1/nr6 w - - 0 28,g6g7
r1b4R/pp1pk1P1/4p3/2p5/2P5/3P4/P1nBK1P1/1r6 w - - 1 29,d2g5
r1b4R/pp1p2P1/3kp3/2p3B1/2P5/3P4/P1n1K1P1/1r6 w - - 3 30,g7g8q
r1b3QR/pp1p4/3kp3/2p3B1/2Pn4/3P4/P3K1P1/1r6 w - - 1 31,e2f2
r1b3QR/pp1p4/3kp3/2p3B1/2Pn4/3P4/Pr3KP1/8 w - - 3 32,f2g1
r1b3QR/pp1p4/3kp3/2p3B1/2P5/3P1n2/Pr4P1/6K1 w - - 5 33,g1h1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkb1r/pppppp1p/5np1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b1c3
rnbqk2r/ppppppbp/5np1/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,f1c4
rnbq1rk1/ppppppbp/5np1/8/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQ - 6 5,f3g5
rnbq1rk1/ppppppb1/5npp/6N1/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQ - 0 6,c3d5
rnbqnrk1/ppppppb1/6pp/3N2N1/2B1P3/8/PPPP1PPP/R1BQK2R w KQ - 2 7,d1g4
rnbqnrk1/ppppp1b1/6pp/3N1pN1/2B1P1Q1/8/PPPP1PPP/R1B1K2R w KQ - 0 8,e4f5
rnbqnrk1/ppppp1b1/7p/3N1pN1/2B3Q1/8/PPPP1PPP/R1B1K2R w KQ - 0 9,g4h4
rnbqnrk1/pppp2b1/4p2p/3N1pN1/2B4Q/8/PPPP1PPP/R1B1K2R w KQ - 0 10,d2d4
rnbq1rk1/pppp2b1/3np2p/3N1pN1/2BP3Q/8/PPP2PPP/R1B1K2R w KQ - 1 11,h4g3
rnbq1rk1/pppp2b1/3np2p/3N2N1/2BP1p2/6Q1/PPP2PPP/R1B1K2R w KQ - 0 12,c1f4
rnbq1rk1/pppp2b1/4p2p/3N1nN1/2BP1B2/6Q1/PPP2PPP/R3K2R w KQ - 1 13,g3g4
rnbq1rk1/pppp2b1/4p2p/3N2N1/2Bn1BQ1/8/PPP2PPP/R3K2R w KQ - 0 14,g5e6
rnbq1rk1/pppp2b1/4N2p/3N4/2B2BQ1/8/PPn2PPP/R3K2R w KQ - 0 15,e1f1
rnbq1rk1/pppp2b1/4N2p/3N4/2B2BQ1/8/PP3PPP/n4K1R w - - 0 16,f4h6
rnbq1rk1/ppp3b1/4p2B/3N4/2B3Q1/8/PP3PPP/n4K1R w - - 0 17,g4g7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/ppppp1pp/5p2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/p1ppp1pp/5p2/1p6/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,b1c3
rnbqkbnr/2ppp1pp/p4p2/1p6/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,f1c4
r1bqkbnr/2ppp1pp/p1n2p2/1p6/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5,c4f1
r1bqkbnr/2pp2pp/p1n2p2/1p2p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,a2a4
r2qkbnr/1bpp2pp/p1n2p2/1p2p3/P3P3/2N2N2/1PPP1PPP/R1BQKB1R w KQkq - 1 7,a4b5
r2qkbnr/1bpp2pp/2n2p2/1p2p3/4P3/2N2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 8,c3b5
3qkbnr/1bpp2pp/2n2p2/1N2p3/4P3/5N2/1PPP1PPP/r1BQKB1R w Kk - 0 9,f1c4
3qkbnr/1bpp2pp/2n2p2/rN2p3/2B1P3/5N2/1PPP1PPP/2BQK2R w Kk - 2 10,c2c3
3qkbnr/nbpp2pp/5p2/rN2p3/2B1P3/2P2N2/1P1P1PPP/2BQK2R w Kk - 1 11,c4f7
3q1bnr/nbpp1kpp/5p2/rN2p3/4P3/2P2N2/1P1P1PPP/2BQK2R w K - 0 12,d1b3
3q1bnr/nbppk1pp/5p2/rN2p3/4P3/1QP2N2/1P1P1PPP/2B1K2R w K - 2 13,g2g4
3q1bnr/1bppk1pp/5p2/rn2p3/4P1P1/1QP2N2/1P1P1P1P/2B1K2R w K - 0 14,g4g5
3q1bnr/2ppk1pp/5p2/rn2p1P1/4b3/1QP2N2/1P1P1P1P/2B1K2R w K - 0 15,g5f6
3q1bnr/2ppk2p/5p2/rn2p3/4b3/1QP2N2/1P1P1P1P/2B1K2R w K - 0 16,b3b4
3qkbnr/2pp3p/5p2/rn2p3/1Q2b3/2P2N2/1P1P1P1P/2B1K2R w K - 2 17,b4a5
3qkbnr/2pp3p/5p2/Qn2p3/8/2P2b2/1P1P1P1P/2B1K2R w K - 0 18,h1g1
3qkbnr/2pp3p/2b2p2/Qn2p3/8/2P5/1P1P1P1P/2B1K1R1 w - - 2 19,d2d3
3qkb1r/2ppn2p/2b2p2/Qn2p3/8/2PP4/1P3P1P/2B1K1R1 w - - 1 20,c1g5
3qkb1r/2ppn2p/2b5/Qn2p1p1/8/2PP4/1P3P1P/4K1R1 w - - 0 21,g1g5
3qk2r/2ppn2p/2b4b/Qn2p1R1/8/2PP4/1P3P1P/4K3 w - - 1 22,g5f5
3qk2r/2pp3p/2b4b/Qn2pn2/8/2PP4/1P3P1P/4K3 w - - 0 23,a5a2
3qk2r/2pp3p/2b5/1n2pn2/5b2/2PP4/QP3P1P/4K3 w - - 2 24,e1e2
3qk2r/2pp3p/2b5/1n2pn2/8/2PP4/QP2KP1b/8 w - - 0 25,d3d4
3qk2r/2pp3p/2b5/1n3n2/3p4/2P5/QP2KP1b/8 w - - 0 26,e2d3
3qk2r/2pp3p/2b5/1n3n2/8/2pK4/QP3P1b/8 w - - 0 27,d3c4
3qk2r/2pp3p/2bn4/5n2/2K5/2p5/QP3P1b/8 w - - 2 28,c4c5
3qk2r/1bpp3p/3n4/2K2n2/8/2p5/QP3P1b/8 w - - 4 29,b2c3
3qk2r/1bpp3p/3n4/2K1bn2/8/2P5/Q4P2/8 w - - 1 30,a2e2
3qk2r/1bpp1n1p/8/2K1bn2/8/2P5/4QP2/8 w - - 3 31,f2f4
4k2r/1bpp1n1p/5q2/2K1bn2/5P2/2P5/4Q3/8 w - - 1 32,e2a2
4k2r/1bpp1n1p/5q2/2K2n2/5b2/2P5/Q7/8 w - - 0 33,a2a7
